id,road,house_number,neighbourhood,county
7200179,South Tobin Street,406,N/A,King County
8029500380,Southwest 329th Way,4809,Twin Lakes,King County
825059178,Lake Washington Boulevard Northeast,6421,Houghton,King County
6021502750,23rd Avenue Northwest,7724,Loyal Heights,King County
9268200380,7th Avenue Northwest,9099,Crown Hill,King County
2008000420,15th Avenue South,21205,Des Moines Creek,King County
8914100170,Southeast 159th Place,13970,Maple Ridge Estates,King County
6654700250,183rd Avenue Southeast,18307,N/A,King County
6139800430,195th Place Northeast,16315,N/A,King County
9477201470,Northeast 141st Place,11131,N/A,King County
3025300095,Northeast 12th Street,7640,N/A,King County
3211290050,Northeast 31st Court,27514,N/A,King County
7511200190,Northeast 54th Street,22223,N/A,King County
5739601300,104th Avenue Southeast,826,N/A,King County
3278602660,31st Avenue Southwest,6071,N/A,King County
8078410250,Northeast 29th Court,23223,N/A,King County
2798000020,West Mercer Way,5065,Mercer Heights,King County
2739200050,Nile Avenue Northeast,558,Claremont,King County
9278200095,48th Avenue Southwest,3224,Admiral,King County
3222079120,Southeast Lake Retreat North Drive,30411,N/A,King County
4401200010,Northeast 96th Way,17337,Education Hill,King County
2473250280,135th Avenue Southeast,16215,Fairwood West,King County
4441300170,View Avenue Northwest,9049,North Beach,King County
723049530,5th Avenue Southwest,12026,Beverly Park,King County
6752510010,160th Court Northeast,11530,N/A,King County
955000430,22nd Avenue East,131,N/A,King County
8663100050,66th Avenue Northeast,20402,N/A,King County
226109056,Northeast Index Creek Road,64005,N/A,King County
2558600130,Northeast 137th Place,12504,N/A,King County
8823900290,17th Avenue Northeast,5270,Greek Row,King County
8691400080,Southeast 11th Street,1105,N/A,King County
621069102,191st Place Southeast,28833,N/A,King County
5456000280,Mercerwood Drive,9818,N/A,King County
2891400380,252nd Avenue Southeast,35408,N/A,King County
2297400020,87th Avenue Northeast,13105,N/A,King County
7215721350,242nd Court Southeast,916,N/A,King County
5490210670,165th Place Northeast,10707,Education Hill,King County
6431500122,Dayton Avenue North,8715,N/A,King County
3376600170,Northeast 14th Street,17225,Bretton Wood,King County
8861000235,Northeast 30th Place,10048,N/A,King County
2881700231,Northeast 157th Street,126,N/A,King County
534000080,4th Avenue Northwest,9721,Crown Hill,King County
6371000020,60th Avenue Southwest,2721,Alki,King County
7212651440,22nd Avenue South,37240,N/A,King County
7575500080,Johnson Street,411,N/A,King County
7197800020,Southeast 13th Way,22907,N/A,King County
5592900285,Monterey Place Northeast,152,Liberty Ridge,King County
525069127,Northeast 85th Street,19939,N/A,King County
2460900010,23rd Avenue South,920,N/A,King County
1566100595,Northeast 98th Street,2559,Alicia Park,King County
8682291680,Northeast Salal Place,23741,N/A,King County
7841300285,Whitworth Avenue South,524,N/A,King County
6071700020,Southeast 61st Street,12617,N/A,King County
4315700275,Southwest Othello Street,4524,N/A,King County
2330000130,130th Avenue Northeast,223,Belridge,King County
1246700103,Northeast 104th Street,13428,N/A,King County
7504200250,209th Avenue Northeast,2420,N/A,King County
3797310010,Wynalda Drive,3215,N/A,King County
4058000010,Southeast 286th Street,29620,N/A,King County
3888100022,130th Avenue Northeast,9733,N/A,King County
1934800022,East Fir Street,1908,N/A,King County
3501100280,Northwest 88th Street,637,Crown Hill,King County
2725069108,Northeast 14th Street,23903,N/A,King County
126039413,Northwest 195th Street,324,N/A,King County
461001435,11th Avenue Northwest,7329,Whittier Heights,King County
6403500290,Northeast 6th Place,4314,Orchards,King County
2826049108,20th Avenue Northeast,12044,N/A,King County
1823069102,West Lake Kathleen Drive Southeast,14221,N/A,King County
4233400280,Newcastle Drive,32510,Lawson Hill Estates,King County
1088800470,103rd Avenue Northeast,15204,N/A,King County
2025701060,Southeast 280th Place,22956,Diamond Hills,King County
7922900250,Southeast 26th Place,16630,Sammamish Heights,King County
6372000280,55th Avenue Southwest,2437,Alki,King County
1424130050,Northeast 139th Street,18509,N/A,King County
7942601435,16th Avenue,342,Little Saigon,King County
3959401284,11th Avenue South,4231,South Seattle,King County
1370802335,Montavista Place West,2520,Carleton Park,King County
4058801680,South Ryan Street,7111,Rainier Beach,King County
3501100050,Northwest 90th Street,705,Crown Hill,King County
1231000895,South Mayflower Street,5202,Seward Park,King County
7129300500,61st Avenue South,10032,Rainier Beach,King County
6752600050,127th Avenue Southeast,23012,Hillshire Terrace,King County
3303990380,Southeast 88th Place,14307,N/A,King County
2579500006,Southeast 68th Street,9355,N/A,King County
3365900462,56th Avenue South,14402,N/A,King County
2695600130,37th Avenue Southwest,7902,High Point,King County
3438501700,21st Avenue Southwest,6550,N/A,King County
3876311350,Northeast 145th Place,12925,N/A,King County
4046710050,312th Avenue Northeast,31203,N/A,King County
1725059259,116th Avenue Northeast,5525,N/A,King County
7518503220,18th Avenue Northwest,7042,Whittier Heights,King County
3445000005,South 200th Street,3039,N/A,King County
3530420020,10th Avenue South,24805,Zenith,King County
6893300290,Southeast 85th Place,31018,N/A,King County
7856560480,Southeast 50th Street,5030,N/A,King County
8121100415,Cascadia Avenue South,3849,Columbia City,King County
3754501060,Northeast 118th Place,8921,N/A,King County
3278602040,Southwest Raymond Street,3247,N/A,King County
1592000050,Northeast 14th Street,22829,N/A,King County
1324079007,N/A,4350,N/A,King County
7140600225,19th Street Southeast,1015,N/A,King County
200500680,Northeast 151st Street,9138,Stonehedge Village,King County
421079142,Southeast 291st Street,31909,N/A,King County
9346700280,Northeast 4th Street,14111,N/A,King County
293800680,218th Avenue Northeast,19825,N/A,King County
339600190,Northeast 91st Street,9105,N/A,King County
1787600190,3rd Avenue Northeast,13008,N/A,King County
2026079016,Northeast 136th Place,13533,N/A,King County
8673400086,Northwest 56th Street,2640,Sunset Hill,King County
2760200050,48th Avenue South,6503,Brighton,King County
3205000050,121st Place Southeast,7022,N/A,King County
2201500680,Southeast 42nd Street,4145,N/A,King County
4022902555,44th Place Northeast,19631,N/A,King County
3410600080,161 Southeast Lane,33518,N/A,King County
7385300020,Northeast 11th Place,14404,N/A,King County
3876312570,Northeast 145th Place,12431,N/A,King County
5016002275,26th Avenue East,433,N/A,King County
3213200250,57th Avenue Northeast,5704,Windermere,King County
6448000010,Northeast 13th Street,8501,N/A,King County
1330900050,228th Avenue Northeast,4402,N/A,King County
2810600022,Southwest Willow Street,4318,Morgan Junction,King County
1761600050,Northeast 143rd Street,8304,N/A,King County
4233400480,McKay Lane,32409,Lawson Hill Estates,King County
4222310680,20th Avenue South,28403,Laurelwood,King County
5630500005,Simonds Road Northeast,14712,N/A,King County
9523102040,Woodland Place North,6407,N/A,King County
2626119028,West Riverside Drive,310,N/A,King County
5015001680,25th Avenue East,621,N/A,King County
7202360430,237th Place Northeast,8950,N/A,King County
3880900170,West Prospect Street,403,N/A,King County
926069142,Northeast 176th Place,21716,N/A,King County
2790410250,Northeast 26th Way,18427,N/A,King County
6681500080,23rd Avenue West,2805,Southeast Magnolia,King County
9274201809,44th Avenue Southwest,1517,N/A,King County
418000415,Northeast 6th Place,3507,President Park,King County
8078460050,Northeast 24th Place,23345,N/A,King County
7151700585,37th Avenue,3701,N/A,King County
2722059292,Southeast 256th Street,13712,N/A,King County
2223059099,133rd Avenue Southeast,15012,N/A,King County
1703050500,N/A,23738,N/A,King County
6386600130,Southwest 325th Place,2530,Twin Lakes,King County
9194102188,89th Place Northeast,12020,N/A,King County
2464400285,Northeast 78th Street,612,N/A,King County
6450301310,North 145th Street,1615,N/A,King County
7427800080,Northeast 97th Place,12728,N/A,King County
40000669,South 146th Street,4823,N/A,King County
5538300225,32nd Place Northeast,16722,N/A,King County
4239400840,120th Avenue Southeast,31816,N/A,King County
8035650500,Southeast 213th Street,10529,Stonepine,King County
3888100029,130th Avenue Northeast,9719,N/A,King County
4364700585,29th Avenue Southwest,8645,Westwood,King County
9839300285,30th Avenue,1433,N/A,King County
6141100380,Dayton Avenue North,12215,N/A,King County
5652601330,25th Avenue Northeast,2516,Wedgwood,King County
3025059093,N/A,2115,N/A,King County
5466700290,Southeast 231st Street,12629,N/A,King County
5437800020,Melody Lane,830,N/A,King County
7784400185,Marine View Drive Southwest,12515,Seola Beach,King County
5561301150,Southeast Mirrormont Drive,24860,Mirrormont,King County
1523550480,Northeast 28th Street,17426,N/A,King County
8083400066,East James Street,507,N/A,King County
3797710020,104th Avenue Southeast,20410,Stonepine,King County
3205200480,126th Place Southeast,7356,N/A,King County
869700050,Elma Avenue Northeast,565,Blueberry Place,King County
2877101310,3rd Avenue Northwest,6547,N/A,King County
7202330280,228th Way Northeast,9173,N/A,King County
6146600420,3rd Avenue North,736,Downtown,King County
8563030500,184th Avenue Northeast,1614,N/A,King County
3624039150,25th Avenue Southwest,9435,N/A,King County
7853210050,Orchard Avenue Southeast,7617,Eagle Nest,King County
3293700480,Fremont Place North,16336,N/A,King County
3210700170,111th Place Southeast,1015,N/A,King County
8161020050,326th Avenue Northeast,4352,N/A,King County
8731983340,36th Avenue Southwest,31961,Twin Lakes,King County
7871500280,10th Avenue West,2584,Interbay,King County
3276200280,110th Place Southeast,17910,N/A,King County
826069180,186th Avenue Northeast,17103,N/A,King County
3955800080,108th Avenue Northeast,13244,N/A,King County
1657310170,103rd Court Southeast,30449,N/A,King County
2597690050,Southeast 196th Street,13309,Forest Trails,King County
720079001,292nd Avenue Southeast,40201,N/A,King County
3975400185,Midvale Avenue North,3919,N/A,King County
3342101795,North 33rd Street,1009,Kennydale,King County
9297301190,32nd Avenue Southwest,4118,N/A,King County
7424100050,Northeast 83rd Street,12831,N/A,King County
7199340480,160th Court Northeast,10930,N/A,King County
2525049259,82nd Avenue Northeast,1000,Eastland,King County
8835700250,Southeast 47th Way,23214,N/A,King County
6150700005,North 137th Street,1908,N/A,King County
6819100080,Queen Anne Avenue North,2617,N/A,King County
3904902630,Southeast 45th Place,24146,Hunter's Ridge,King County
5152200020,South 301st Place,822,Marine Hills,King County
3300701440,18th Avenue Northwest,8532,Crown Hill,King County
1152700020,Southeast 279th Place,13302,N/A,King County
8944300010,Southwest 332nd Street,2662,Twin Lakes,King County
8680300010,N/A,358,N/A,King County
8731950080,39th Place Southwest,32643,Twin Lakes,King County
5608000080,Northwest Cervinia Court,18508,N/A,King County
2225039130,West Fulton Street,3700,Magnolia Village,King County
7504180130,215th Avenue Northeast,1022,N/A,King County
3956100190,Laforest Drive Southeast,1400,N/A,King County
2346200050,119th Avenue Southeast,6379,N/A,King County
40000471,South 146th Street,4204,N/A,King County
9346950050,154th Avenue Southeast,4645,N/A,King County
9477201150,112th Place Northeast,14244,N/A,King County
8078430130,236th Place Northeast,2611,N/A,King County
6404600006,South 132nd Street,2245,N/A,King County
6415100122,Corliss Avenue North,13515,N/A,King County
5505700020,48th Avenue Southwest,3617,Admiral,King County
1117300050,Southeast 3rd Street,21319,N/A,King County
8651710430,93rd Avenue Northeast,14025,Simonds Estates,King County
9292000380,Southeast 100th Street,12510,Glencoe,King County
2525059127,Northeast 22nd Street,2026,N/A,King County
1788300010,12th Place Southwest,30604,Marine View Demarwood,King County
1150700130,South 362nd Place,2659,N/A,King County
3354400545,3rd Avenue Southeast,401,N/A,King County
2742100009,32nd Avenue South,5215,Columbia City,King County
2475900170,Southeast 43rd Street,33712,N/A,King County
9189700255,133rd Avenue Southeast,14927,N/A,King County
2769600480,5th Avenue Northwest,6018,N/A,King County
2260800170,Southeast 63rd Place,19119,N/A,King County
1118500010,Northeast 30th Place,24220,N/A,King County
5636010280,Cumberland Way,25504,N/A,King County
2326059099,Northeast 136th Place,15712,N/A,King County
4423100095,12th Avenue East,2333,N/A,King County
8142000080,Northeast 158th Street,104,N/A,King County
3222059007,114th Avenue Southeast,27402,Erin Glade,King County
6648000050,Burke Avenue North,20015,N/A,King County
3574900170,Northeast 144th Court,8731,Simonds Estates,King County
2008000130,14th Avenue South,21225,Des Moines Creek,King County
291300010,Shangri-La Way Northwest,206,N/A,King County
9412200280,Southwest Forest Drive,495,N/A,King County
9315000010,South 308th Street,825,N/A,King County
7889600080,3rd Avenue Southwest,12246,Beverly Park,King County
8663310010,Northeast 140th Street,12617,N/A,King County
930000305,3rd Avenue Northwest,12041,N/A,King County
7606200275,Cedar Street,38348,N/A,King County
203900380,279th Avenue Northeast,3507,N/A,King County
880000005,26th Avenue Southwest,2525,Westwood,King County
9406570290,234th Place Southeast,24925,Wilderness Hollow,King County
5561000920,Southeast 154th Place,26443,N/A,King County
4037000470,Southeast 11th Street,16619,N/A,King County
8651511060,Northeast 42nd Place,20703,N/A,King County
9413600010,111th Avenue Northeast,5235,N/A,King County
9358001732,Southwest Adams Street,2615,Youngstown,King County
8820900029,Northeast 125th Street,4251,N/A,King County
6802200670,Bathke Avenue,602,N/A,King County
7852190630,Cook Court Southeast,35009,N/A,King County
2815600235,48th Avenue Southwest,5627,Morgan Junction,King County
3013300660,Southwest Thistle Street,4108,Fauntleroy,King County
8091600080,Semanski Street,2870,N/A,King County
8651402750,191st Place Southeast,26739,N/A,King County
8651402750,191st Place Southeast,26739,N/A,King County
2215500080,38th Avenue Northeast,8026,Wedgwood,King County
225069016,Northeast 80th Street,25922,N/A,King County
766900250,87th Avenue Northeast,15002,N/A,King County
2922703260,Dibble Avenue Northwest,7556,Whittier Heights,King County
8011100095,Northeast 7th Street,3309,President Park,King County
2206700280,151st Avenue Southeast,4568,N/A,King County
7985000010,South 300th Street,2668,N/A,King County
1504800050,37th Avenue Southwest,9037,Westwood,King County
5351200280,Madrona Drive,1516,N/A,King County
7229900005,173rd Avenue Southeast,13205,N/A,King County
3126049217,North Northgate Way,1605,N/A,King County
7446500010,Northeast 187th Street,10802,N/A,King County
2721600010,Raye Street,2556,N/A,King County
3392900080,Stone Avenue North,8215,Licton Springs,King County
1524059027,Southeast Newport Way,4206,N/A,King County
9414500480,Greenwood Boulevard Southwest,770,N/A,King County
8576400050,Southwest 183rd Street,216,N/A,King County
5252000170,100th Avenue Southeast,20430,Stonepine,King County
2676500080,Southeast 236th Place,12519,N/A,King County
3585900080,13th Avenue Northwest,18024,N/A,King County
5126900321,Olympia Avenue Southeast,530,Tiffany Park,King County
8563500020,Southeast 68th Street,9300,N/A,King County
6624030050,119th Avenue Southeast,20629,Willow Ridge,King County
4343800080,Fremont Avenue North,12536,Bitter Lake,King County
1873100050,Northeast 117th Street,17219,N/A,King County
3210700380,Southeast 10th Place,10926,N/A,King County
4099500605,64th Avenue Southeast,2407,McGilvra,King County
4217401365,West Laurelhurst Drive Northeast,3608,N/A,King County
923000095,6th Avenue Northwest,13233,N/A,King County
1828000050,160th Place Northeast,15924,N/A,King County
9126100346,21st Avenue,N/A,N/A,King County
2919201365,North 84th Street,118,N/A,King County
9297300500,33rd Avenue Southwest,3933,N/A,King County
6073200010,Southeast 42nd Street,12016,Newport Shores,King County
8807810660,Northeast 61st Street,21311,N/A,King County
2112700185,14th Avenue Southwest,7731,Highland Park,King County
1789800020,22nd Avenue Southwest,31207,N/A,King County
3275300050,17th Avenue,97,N/A,King County
3279000420,39th Avenue Southwest,33209,N/A,King County
952001660,41st Avenue Southwest,4008,N/A,King County
4023500362,Northeast 182nd Street,2906,N/A,King County
9510910050,189th Place Northeast,6248,N/A,King County
1137400050,Northeast 10th Place,5131,Brookfield,King County
8864000425,South 137th Street,3245,N/A,King County
5518800010,Northeast 189th Street,10719,N/A,King County
3204800430,122nd Avenue Southeast,7209,N/A,King County
5152960080,South 286th Place,1006,N/A,King County
7696500280,47th Place South,29806,N/A,King County
8643000190,19th Avenue South,22919,Central Des Moines,King County
7625701045,45th Avenue Southwest,5411,Morgan Junction,King County
7202360670,236th Avenue Northeast,8718,N/A,King County
4305700086,Northwest 80th Street,7753,Whittier Heights,King County
731500170,104th Avenue Southeast,27015,N/A,King County
5096300130,N/A,1400,N/A,King County
1441600020,235th Place Southeast,1414,N/A,King County
6163900073,8th Avenue Northeast,18306,North City,King County
5581400080,209th Place Southeast,210,N/A,King County
8100000080,Sunny Lane,32210,N/A,King County
5379806590,South 176th Street,3404,N/A,King County
9286100250,Sunset Court Northwest,65,N/A,King County
4337600005,Southwest 136th Street,325,N/A,King County
3645100280,Evanston Avenue North,10559,N/A,King County
6170900190,Northwest 100th Street,212,N/A,King County
8581400345,14th Street Southeast,241,N/A,King County
4345300050,Southeast 266th Street,26523,Fox Creek,King County
6143000020,South 326th Place,3924,N/A,King County
6143000020,South 326th Place,3924,N/A,King County
111000190,South 136th Street,834,N/A,King County
5306100255,North 202nd Street,735,N/A,King County
1370803180,West Blaine Street,3461,Magnolia Village,King County
5249803745,South Snoqualmie Street,4611,Columbia,King County
2787250080,274th Place Northeast,14232,N/A,King County
8656300345,Northeast 55th Street,31916,N/A,King County
582000185,31st Avenue West,3707,Lawton Park,King County
191100235,89th Avenue Southeast,4510,N/A,King County
6662410250,Northeast 195th Place,12955,N/A,King County
1053000010,35th Avenue Southwest,5635,N/A,King County
2473100635,139th Place Southeast,17109,N/A,King County
7960100050,Martin Luther King Junior Way,904,N/A,King County
1177000130,Northwest 58th Street,3210,Sunset Hill,King County
8732160250,Southwest 339th Street,3118,Twin Lakes,King County
3905100630,Southeast 42nd Drive,25209,N/A,King County
5469501410,142nd Avenue Southeast,24513,Meridian Valley Country Club,King County
4107100190,Northeast 14th Street,9249,N/A,King County
5215200050,Southwest Maury Park Road,6908,Melchert,King County
4027700006,Northeast 201st Place,4505,N/A,King County
421000500,Northeast 6th Place,3918,President Park,King County
305010190,Southeast 27th Court,22930,N/A,King County
751000190,35th Avenue Northeast,11315,Alicia Park,King County
1446400715,Occidental Avenue South,13248,Beverly Park,King County
4027701284,58th Avenue Northeast,19215,N/A,King County
6072000380,123rd Avenue Southeast,12241,N/A,King County
7212651100,South 375th Street,1915,N/A,King County
6977000080,Northeast 122nd Street,8411,N/A,King County
8651440780,185th Avenue Southeast,26312,Covington Woods,King County
3298701025,14th Avenue Southwest,9409,N/A,King County
475000605,Northwest 54th Street,301,N/A,King County
1023059430,Vashon Place Northeast,767,Hidden Creek,King County
3760000020,Northeast 120th Street,9364,N/A,King County
3905090080,262nd Avenue Southeast,3964,N/A,King County
339600290,Northeast 92nd Court,18326,N/A,King County
9542400010,Southeast 19th Street,1615,Woodridge,King County
1498303895,30th Avenue South,2110,N/A,King County
739820050,Southeast 222nd Place,10824,N/A,King County
9238450430,Northeast 193rd Place,13101,N/A,King County
3336000050,Wabash Avenue South,8331,Dunlap,King County
5269200050,11th Avenue Southwest,10005,N/A,King County
1982200430,Northwest 48th Street,325,N/A,King County
3763300005,81st Avenue Northeast,12813,N/A,King County
1336800185,15th Avenue East,716,N/A,King County
1561910190,South 204th Place,9531,Stonepine,King County
5415350480,Southeast 77th Street,14214,N/A,King County
1126059108,164th Avenue Northeast,16823,N/A,King County
3818700185,61st Place Northeast,18531,N/A,King County
7883601155,South Donovan Street,527,South Park,King County
7559600430,231st Avenue Southeast,1505,N/A,King County
3449820380,Olympia Avenue Northeast,2310,Glencoe,King County
1523069022,Issaquah Hobart Road Southeast,14223,N/A,King County
7569450480,164th Avenue Southeast,16,Crofton Hills,King County
7202340190,230th Way Northeast,8439,N/A,King County
8651710190,95th Avenue Northeast,14042,Maple Glen,King County
5450900010,Pacent Place,5200,N/A,King County
2201500980,156th Avenue Southeast,4015,N/A,King County
2624079028,Lake Alice Road Southeast,7426,N/A,King County
3095000185,36th Avenue Southwest,5025,N/A,King County
4476400275,Southwest 159th Street,15910,Gregory Heights,King County
8018600980,12th Avenue South,12214,N/A,King County
7173700591,21st Avenue Northeast,7051,Ravenna,King County
2568800290,Northeast 103rd Street,3025,Alicia Park,King County
5111400086,Renton Maple Valley Road Southeast,19855,N/A,King County
1079350020,Northeast 2nd Street,4102,South Union,King County
88000591,Southeast 164th Street,10955,Victoria Hills,King County
2524049108,Westwood Lane,7710,N/A,King County
1552800280,Olympic Way,170,N/A,King County
2423020010,Northeast 111th Place,12625,N/A,King County
629410130,Southeast 23rd Place,26054,N/A,King County
4139440480,165th Place Southeast,5408,N/A,King County
4139440480,165th Place Southeast,5408,N/A,King County
7016300050,Northeast 155th Street,11606,N/A,King County
3425059099,Southeast 2nd Street,13987,Belridge,King County
9541600280,Southeast 18th Street,1741,Woodridge,King County
3025300225,Northeast 14th Street,7822,N/A,King County
7214770020,Northeast 202nd Street,19247,N/A,King County
7227801630,Jefferson Avenue Northeast,1409,N/A,King County
7284900098,Northwest 193rd Place,2525,N/A,King County
7696630080,43rd Place South,30020,N/A,King County
3235390010,114th Place Southeast,23923,N/A,King County
2966800010,Maplewild Avenue Southwest,15218,Seahurst,King County
6600410290,150th Avenue Southeast,31027,Wynaco,King County
6300500479,North Northgate Way,1413,N/A,King County
1450900020,Southeast 228th Place,11525,N/A,King County
1284000010,212th Avenue Southeast,42522,N/A,King County
3626039028,Northwest 101st Street,110,N/A,King County
7856560380,142nd Place Southeast,14201,N/A,King County
2770604346,Prosch Avenue West,2841,Interbay,King County
9202650130,186th Avenue Southeast,4513,N/A,King County
8700100010,110th Avenue Southeast,26836,Erin Glade,King County
4045750010,122nd Lane Northeast,12211,N/A,King County
5706201470,Mount Logan Drive Southwest,500,N/A,King County
8835210130,133rd Place Northeast,13830,N/A,King County
8731990440,Southwest 314th Place,4201,N/A,King County
5540000050,East Guiberson Street,1121,N/A,King County
2470200020,Northeast 16th Street,1525,N/A,King County
9500900430,22nd Street Southeast,1310,N/A,King County
3024089049,376th Avenue Southeast,7704,N/A,King County
6600410170,149th Avenue Southeast,31118,Wynaco,King County
7796000095,128th Avenue Northeast,6006,Snyders Corner,King County
1338600225,22nd Avenue East,1210,N/A,King County
316000190,26th Avenue South,10864,N/A,King County
9276200190,45th Avenue Southwest,2616,Admiral,King County
1447600285,2nd Avenue South,12452,Beverly Park,King County
5307100280,Southeast 29th Street,12810,N/A,King County
1338800280,21st Avenue East,923,N/A,King County
3211200420,77th Avenue Northeast,7704,N/A,King County
2770604082,13th Avenue West,2557,Interbay,King County
7334600280,Southeast 144th Street,44702,N/A,King County
5406500440,226th Court Southeast,1314,N/A,King County
1235100328,Ohde Avenue,11431,N/A,King County
4141010050,80th Place Southeast,7835,N/A,King County
9510310280,Southeast 137th Street,45804,N/A,King County
725069102,196th Avenue Northeast,7617,N/A,King County
8562901350,Louis Thompson Road Southeast,29,N/A,King County
1442700430,Southeast 255th Court,21521,Cedar Downs,King County
6806300980,Southeast 267th Court,16032,N/A,King County
8562740290,Wilderness Park Drive Northwest,555,N/A,King County
7454001405,35th Avenue Southwest,10128,Arbor Heights,King County
952007141,39th Avenue Southwest,4555,N/A,King County
1545806720,221st Place Southeast,26020,Cherokee Bay,King County
5561300980,Southeast Mirrormont Place,25101,Mirrormont,King County
9348700480,174th Place Northeast,11660,N/A,King County
1868900285,29th Avenue Northeast,6002,Ravenna,King County
8651720470,Northeast 142nd Street,9211,Simonds Estates,King County
3904950190,246th Avenue Southeast,3728,N/A,King County
5300200050,South 102nd Street,1006,N/A,King County
7334501300,445th Avenue Southeast,15120,N/A,King County
8078350280,239th Place Southeast,4104,N/A,King County
4068300280,Southeast 288th Street,22821,N/A,King County
2625079030,352nd Avenue Northeast,35204,N/A,King County
1024069063,Southeast 30th Street,23846,N/A,King County
3624039102,31st Avenue Southwest,7915,Westwood,King County
8025700460,Southeast 225th Street,11407,N/A,King County
8956000460,11th Lane Northeast,1783,N/A,King County
2329800630,Southeast 251st Street,16828,Crofton Hills,King County
2491200050,36th Avenue Southwest,8844,Westwood,King County
6181700250,Northeast 181st Street,6442,N/A,King County
2460500020,45th Avenue South,29728,N/A,King County
7893801760,South 213th Street,429,North Hill,King County
5259800440,Southwest 311th Court,1109,Marine View Demarwood,King County
7338402850,South Portland Street,2846,N/A,King County
1423910130,Southeast 167th Place,12713,N/A,King County
2769602135,5th Avenue Northwest,6237,N/A,King County
4365200425,30th Avenue Southwest,8802,Westwood,King County
2473380920,130th Avenue Southeast,16350,N/A,King County
2473380920,130th Avenue Southeast,16350,N/A,King County
2787700630,Anacortes Avenue Northeast,1733,Glencoe,King County
6917700305,30th Avenue West,4037,Lawton Park,King County
7215720420,240th Way Southeast,1011,N/A,King County
2856100250,25th Avenue Northwest,6519,Loyal Heights,King County
9421500130,30th Avenue Northeast,13323,Kenwood,King County
1250201640,32nd Avenue South,517,N/A,King County
5316100920,McGilvra Boulevard East,1101,N/A,King County
6813600605,Sunnyside Avenue North,8019,N/A,King County
1974300020,Northeast 120th Place,7454,N/A,King County
1974300020,Northeast 120th Place,7454,N/A,King County
3630020380,N/A,1759,N/A,King County
1771000290,199th Avenue Northeast,15820,N/A,King County
5126310470,Pasco Drive Northeast,271,Maplewood Estates,King County
1870400605,32nd Avenue Northeast,6010,Ravenna,King County
4047200825,324th Avenue Northeast,19410,N/A,King County
7304300430,8th Avenue Northeast,15556,North City,King County
8079010190,Northeast 23rd Street,5120,Summerwind,King County
1453600182,30th Avenue Northeast,13332,Kenwood,King County
9828700235,31st Avenue East,206,N/A,King County
3448002285,35th Avenue Northeast,11711,Alicia Park,King County
2513500010,Interlake Avenue North,4233,N/A,King County
9284801100,31st Avenue Southwest,5416,N/A,King County
8901000491,Northeast 115th Street,1525,Victory Heights,King County
452002135,Northwest 62nd Street,952,N/A,King County
6610000591,2nd Avenue Northwest,4232,N/A,King County
7518501025,17th Avenue Northwest,7361,Whittier Heights,King County
6072400470,120th Avenue Southeast,4950,N/A,King County
1865800250,168th Place Southeast,25238,N/A,King County
6072650250,122nd Place Southeast,6516,N/A,King County
8807900233,Dexter Avenue North,1702,Westlake,King County
3585901025,16th Avenue Northwest,18401,N/A,King County
9238440020,Southeast 254th Place,15616,Prestige Park,King County
9325800005,North 122nd Street,1334,N/A,King County
7520000020,Southwest 118th Street,1011,Mount View,King County
3904920380,Southeast 43rd Place,24540,Hunter's Ridge,King County
3630080430,Northeast Marion Lane,2323,N/A,King County
8682262230,228th Place Northeast,13235,N/A,King County
3326079016,Kelly Road Northeast,10333,N/A,King County
7214800430,Northeast 174th Street,14602,N/A,King County
6430000275,North 80th Street,720,N/A,King County
1924079090,Southeast 61st Street,28813,N/A,King County
1509500380,Southeast 243rd Street,12828,Kensington Heights,King County
9809000010,Northeast 40th Place,9075,N/A,King County
8722101100,East Howe Street,2215,Montlake,King County
8651410670,195th Place Southeast,26211,N/A,King County
3629830250,Northeast Highmoor Court,1531,N/A,King County
868001435,Culpepper Court Northwest,10643,Blue Ridge,King County
4168100020,13th Avenue Southwest,1220,N/A,King County
814000020,Bartlett Avenue Northeast,11534,N/A,King County
7852010950,Fairway Avenue Southeast,7101,Fairway,King County
2395710010,234th Place Southeast,25025,Wilderness Hollow,King County
3630000130,N/A,2384,N/A,King County
2105200010,Southwest Normandy Terrace,800,N/A,King County
2856100381,Northwest 67th Street,2609,Sunset Hill,King County
5608030020,Southeast Newport Way,4972,N/A,King County
3404700080,Woodinville Redmond Road Northeast,14032,N/A,King County
1890000275,Latona Avenue Northeast,4514,Meridian,King County
7852000010,Southeast Wilson Street,7006,Fairway,King County
5230300280,Southeast 121st Place,17620,N/A,King County
4232902335,West Blaine Street,1633,N/A,King County
4232900250,5th Avenue West,1833,N/A,King County
1312930250,Military Road South,21921,Midway,King County
6446200305,Southeast 54th Place,23264,N/A,King County
7852020670,Dogwood Lane Southeast,7441,Fairway,King County
4475000170,Southeast 193rd Place,11701,N/A,King County
7202360170,236th Avenue Northeast,9003,N/A,King County
6146600185,1st Avenue North,733,Downtown,King County
2825079001,Northeast 24th Street,32127,N/A,King County
3905040780,255th Place Southeast,4256,N/A,King County
2488200168,Southwest Concord Street,4309,Fauntleroy,King County
3336000170,Wolcott Avenue South,8361,Dunlap,King County
8835700010,Southeast 47th Way,4670,N/A,King County
303800020,Southeast 292nd Street,10816,N/A,King County
3971700670,Northeast 198th Street,1116,N/A,King County
2481610050,156th Avenue Northeast,14424,N/A,King County
